gr_liv_area,total_bsmt_sf,garage_area,mas_vnr_area,overall_qual,fireplace_qu,age,since_reno,tot_baths,neighbor_h,neighbor_l,garage_type_a,gr_liv_area overall_qual,garage_area overall_qual,saleprice
1464,520.0,480.0,0.0,5,3,47,11,2.5,0,1,1,7320.0,2400.0,175000
1746,1746.0,758.0,160.0,9,4,4,3,3.0,0,0,1,15714.0,6822.0,377500
1536,928.0,480.0,0.0,5,4,80,60,2.0,0,1,0,7680.0,2400.0,138400
1734,1734.0,660.0,0.0,7,0,5,5,3.0,0,0,1,12138.0,4620.0,260000
1976,1976.0,908.0,304.0,8,5,4,3,3.0,1,0,1,15808.0,7264.0,440000
1212,1212.0,573.0,0.0,7,0,9,9,2.0,0,0,1,8484.0,4011.0,178000
1052,1052.0,288.0,168.0,5,0,42,42,2.5,0,0,1,5260.0,1440.0,138500
1057,1057.0,576.0,0.0,5,0,48,48,1.0,0,1,0,5285.0,2880.0,132000
1609,1000.0,305.0,0.0,6,0,57,57,1.5,0,1,1,9654.0,1830.0,149900
1668,672.0,252.0,0.0,7,0,65,60,1.5,0,1,1,11676.0,1764.0,108000
924,924.0,280.0,0.0,5,0,35,35,1.0,0,0,0,4620.0,1400.0,110000
1229,561.0,462.0,0.0,6,3,30,30,1.5,0,1,1,7374.0,2772.0,124000
882,882.0,0.0,0.0,4,0,54,54,1.0,0,1,0,3528.0,0.0,103200
1352,1352.0,466.0,0.0,7,4,4,3,3.0,0,0,1,9464.0,3262.0,194000
948,948.0,300.0,0.0,5,0,42,42,1.0,0,1,1,4740.0,1500.0,108000
864,864.0,440.0,0.0,5,0,49,49,1.0,0,1,1,4320.0,2200.0,122000
1700,430.0,450.0,0.0,7,0,30,29,3.5,0,0,0,11900.0,3150.0,148400
1276,1276.0,350.0,0.0,5,0,52,52,1.0,0,1,1,6380.0,1750.0,60000
1626,1602.0,534.0,251.0,7,3,16,16,3.5,0,0,1,11382.0,3738.0,226500
480,480.0,308.0,0.0,2,0,61,60,1.0,0,1,0,960.0,616.0,35311
1012,976.0,0.0,355.0,6,0,35,35,3.0,0,1,0,6072.0,0.0,127500
889,864.0,484.0,0.0,5,0,26,26,1.0,0,0,1,4445.0,2420.0,137500
1117,1029.0,542.0,0.0,6,2,33,33,2.0,0,1,1,6702.0,3252.0,147000
2452,1117.0,691.0,132.0,8,4,6,5,3.5,1,0,1,19616.0,5528.0,309000
2365,1803.0,551.0,0.0,7,4,39,1,3.0,0,0,1,16555.0,3857.0,315000
912,912.0,576.0,300.0,5,0,45,2,2.0,0,0,0,4560.0,2880.0,147000
1567,1520.0,648.0,0.0,8,4,4,4,3.0,0,0,1,12536.0,5184.0,264561
1360,384.0,572.0,0.0,5,3,55,55,1.0,0,0,0,6800.0,2860.0,130000
1525,756.0,440.0,456.0,6,3,10,10,2.5,0,0,0,9150.0,2640.0,177000
1200,780.0,0.0,0.0,5,0,80,60,1.0,0,1,0,6000.0,0.0,119000
1073,1073.0,246.0,0.0,7,0,6,6,3.0,0,1,0,7511.0,1722.0,157000
1159,1051.0,336.0,188.0,5,2,42,42,1.5,0,1,1,5795.0,1680.0,158000
1540,1190.0,352.0,0.0,4,0,55,55,2.0,0,0,0,6160.0,1408.0,115000
894,894.0,308.0,0.0,5,0,33,33,2.0,0,1,0,4470.0,1540.0,120750
1674,814.0,663.0,0.0,7,0,10,10,3.5,0,0,1,11718.0,4641.0,216000
1092,546.0,286.0,80.0,4,0,40,40,1.5,0,1,1,4368.0,1144.0,75000
1430,1430.0,484.0,144.0,6,3,36,36,2.5,0,0,1,8580.0,2904.0,192000
1040,960.0,616.0,200.0,6,2,32,32,2.0,0,1,0,6240.0,3696.0,160500
1494,1494.0,840.0,306.0,7,4,4,3,2.0,0,0,1,10458.0,5880.0,279500
1075,981.0,440.0,0.0,5,0,47,47,2.0,0,1,0,5375.0,2200.0,148000
992,992.0,294.0,0.0,5,0,43,5,2.0,0,1,1,4960.0,1470.0,145000
2520,1338.0,796.0,0.0,8,3,17,17,3.5,1,0,1,20160.0,6368.0,310000
1146,1083.0,294.0,379.0,6,4,47,47,1.5,0,0,1,6876.0,1764.0,165000
2448,1629.0,711.0,528.0,8,3,16,5,3.5,1,0,1,19584.0,5688.0,402000
1958,1026.0,936.0,0.0,7,4,5,5,2.5,0,0,1,13706.0,6552.0,250000
630,630.0,0.0,0.0,4,0,40,40,2.0,0,1,0,2520.0,0.0,73000
1792,896.0,0.0,0.0,5,0,36,36,3.0,0,0,0,8960.0,0.0,136000
1565,1560.0,556.0,278.0,9,4,5,5,3.0,1,0,1,14085.0,5004.0,282500
1595,1595.0,880.0,226.0,8,4,5,4,2.0,0,0,1,12760.0,7040.0,221500
1680,1680.0,628.0,0.0,4,0,15,14,2.0,0,0,1,6720.0,2512.0,170000
1040,1040.0,480.0,0.0,6,1,43,43,2.0,0,0,1,6240.0,2880.0,163000
2531,1318.0,752.0,513.0,8,3,15,15,2.5,1,0,1,20248.0,6016.0,290000
2538,1325.0,933.0,526.0,8,3,14,13,2.5,1,0,1,20304.0,7464.0,330000
987,483.0,264.0,504.0,6,0,37,37,2.5,0,1,0,5922.0,1584.0,111000
1755,840.0,530.0,148.0,6,3,11,11,3.5,0,0,1,10530.0,3180.0,214000
1152,1152.0,636.0,84.0,5,0,57,57,1.5,0,0,0,5760.0,3180.0,137500
1884,926.0,581.0,0.0,7,5,7,7,3.5,0,0,1,13188.0,4067.0,240900
1923,750.0,564.0,0.0,7,3,18,18,3.5,1,0,1,13461.0,3948.0,190000
1611,1569.0,1231.0,0.0,7,0,8,8,3.0,0,0,1,11277.0,8617.0,250000
1437,1437.0,528.0,0.0,5,2,34,6,3.0,0,0,1,7185.0,2640.0,218000
2075,1148.0,473.0,194.0,7,4,17,17,3.5,0,0,1,14525.0,3311.0,255000
1670,1670.0,690.0,27.0,7,4,4,4,2.0,0,0,1,11690.0,4830.0,240000
2140,2140.0,894.0,0.0,8,0,4,3,2.5,0,0,1,17120.0,7152.0,360000
1265,1219.0,502.0,0.0,5,4,45,11,2.5,0,0,1,6325.0,2510.0,179900
3086,1598.0,0.0,0.0,5,4,64,16,3.0,0,0,0,15430.0,0.0,200500
968,600.0,0.0,0.0,3,0,100,60,1.0,0,1,0,2904.0,0.0,37900
1312,1267.0,471.0,86.0,8,0,9,9,2.0,0,0,1,10496.0,3768.0,180500
2787,1168.0,820.0,23.0,7,3,10,10,7.0,0,0,1,19509.0,5740.0,269500
1733,847.0,433.0,0.0,7,4,7,7,2.5,0,0,1,12131.0,3031.0,225000
1215,720.0,720.0,0.0,6,0,70,60,1.0,0,1,0,7290.0,4320.0,141000
1743,1739.0,927.0,284.0,9,4,2,2,3.0,1,0,1,15687.0,8343.0,335000
1026,1026.0,308.0,0.0,5,0,33,6,2.5,0,0,1,5130.0,1540.0,150000
1842,1842.0,894.0,0.0,9,4,29,23,2.5,0,0,1,16578.0,8046.0,385000
1986,768.0,486.0,176.0,7,2,45,20,2.5,0,0,1,13902.0,3402.0,205000
1208,1187.0,632.0,24.0,7,0,4,4,3.0,0,0,1,8456.0,4424.0,206000
1422,1422.0,626.0,106.0,7,0,6,6,2.0,0,0,1,9954.0,4382.0,179600
1220,836.0,396.0,0.0,4,0,59,59,1.0,0,1,0,4880.0,1584.0,102000
1126,1126.0,540.0,0.0,5,0,33,33,2.5,0,0,1,5630.0,2700.0,175000
1384,1015.0,896.0,0.0,5,0,54,9,2.0,0,0,1,6920.0,4480.0,159000
1127,1127.0,480.0,84.0,6,1,34,34,2.0,0,1,0,6762.0,2880.0,135000
1855,994.0,325.0,0.0,6,0,56,38,2.0,0,1,1,11130.0,1950.0,136900
1236,912.0,288.0,0.0,5,3,49,16,1.0,0,1,1,6180.0,1440.0,135000
2365,1252.0,856.0,673.0,8,4,11,11,3.5,1,0,1,18920.0,6848.0,337000
2654,1054.0,619.0,220.0,6,4,42,26,3.5,0,0,1,15924.0,3714.0,250000
2340,1236.0,787.0,402.0,8,4,14,14,3.5,0,0,1,18720.0,6296.0,306000
1200,1200.0,0.0,0.0,5,0,23,22,6.0,0,1,0,6000.0,0.0,179000
1392,689.0,540.0,0.0,7,0,3,3,2.0,0,0,0,9744.0,3780.0,146000
2180,1138.0,720.0,0.0,6,4,95,60,1.5,0,1,0,13080.0,4320.0,161000
1610,1610.0,480.0,28.0,6,3,33,9,3.0,0,0,1,9660.0,2880.0,205000
1501,1277.0,512.0,340.0,7,3,24,24,3.0,0,0,1,10507.0,3584.0,241500
1029,1029.0,261.0,192.0,4,0,49,49,2.0,0,1,1,4116.0,1044.0,118500
1352,1062.0,288.0,120.0,5,0,52,52,1.5,0,0,1,6760.0,1440.0,130000
1072,808.0,379.0,279.0,5,4,70,60,1.0,0,1,0,5360.0,1895.0,130000
2698,1850.0,736.0,734.0,10,4,4,4,3.5,1,0,1,26980.0,7360.0,535000
912,912.0,252.0,60.0,5,0,48,48,1.5,0,1,1,4560.0,1260.0,123000
1152,0.0,0.0,0.0,4,0,55,55,2.0,0,1,0,4608.0,0.0,82000
1450,624.0,288.0,0.0,7,0,90,45,1.0,0,1,0,10150.0,2016.0,132000
1073,1073.0,326.0,0.0,5,0,89,42,1.0,0,1,0,5365.0,1630.0,108480
1458,1176.0,512.0,450.0,5,3,43,43,2.5,0,1,1,7290.0,2560.0,165000
1486,1461.0,566.0,170.0,7,0,4,4,2.0,0,0,1,10402.0,3962.0,181000
1774,552.0,384.0,0.0,5,3,49,49,2.0,0,1,1,8870.0,1920.0,165000
1479,864.0,275.0,0.0,5,0,41,41,2.0,0,0,1,7395.0,1375.0,161000
1504,1504.0,510.0,60.0,8,0,4,4,2.0,0,0,1,12032.0,4080.0,199000
1894,817.0,510.0,44.0,7,4,8,7,3.5,0,0,1,13258.0,3570.0,214900
1278,1278.0,584.0,0.0,8,0,4,4,2.0,0,0,1,10224.0,4672.0,198600
2263,1141.0,420.0,650.0,8,3,12,12,2.5,1,0,1,18104.0,3360.0,258000
2787,1168.0,820.0,23.0,7,3,10,10,7.0,0,0,1,19509.0,5740.0,269500
1414,707.0,403.0,0.0,7,4,8,8,2.5,0,0,1,9898.0,2821.0,176000
1302,1302.0,309.0,108.0,6,0,46,19,2.5,0,0,1,7812.0,1854.0,158000
1419,408.0,527.0,0.0,8,3,8,8,3.5,0,0,1,11352.0,4216.0,184100
1220,1625.0,944.0,176.0,6,3,39,39,2.5,0,0,1,7320.0,5664.0,170000
1982,572.0,501.0,242.0,6,3,24,24,3.5,0,0,1,11892.0,3006.0,208000
848,848.0,420.0,170.0,6,0,7,7,2.0,0,0,1,5088.0,2520.0,140000
1648,1596.0,482.0,174.0,8,4,3,2,3.5,0,0,1,13184.0,3856.0,230000
1337,1337.0,462.0,0.0,8,3,21,21,3.0,1,0,1,10696.0,3696.0,188500
1717,901.0,410.0,0.0,5,4,70,60,1.5,0,0,1,8585.0,2050.0,194000
1104,1104.0,384.0,0.0,5,0,54,52,2.0,0,0,1,5520.0,1920.0,133000
907,907.0,343.0,76.0,5,0,32,32,1.0,0,0,1,4535.0,1715.0,140000
1652,782.0,532.0,120.0,7,0,10,10,2.5,0,0,1,11564.0,3724.0,207500
2640,932.0,515.0,256.0,6,3,43,13,2.5,0,0,1,15840.0,3090.0,256900
1034,735.0,240.0,0.0,5,0,70,60,1.0,0,1,0,5170.0,1200.0,109000
1513,0.0,400.0,0.0,5,0,31,31,2.0,0,0,1,7565.0,2000.0,113722
1498,1498.0,844.0,76.0,8,4,5,4,2.0,0,0,1,11984.0,6752.0,237000
1053,1053.0,692.0,0.0,5,0,47,47,2.0,0,0,0,5265.0,3460.0,142100
1293,1178.0,452.0,28.0,6,0,56,56,3.0,0,0,1,7758.0,2712.0,149900
2020,2020.0,896.0,450.0,9,4,2,2,3.0,1,0,1,18180.0,8064.0,404000
2448,1438.0,441.0,0.0,7,4,48,12,4.0,0,0,1,17136.0,3087.0,277500
1732,741.0,476.0,336.0,6,3,25,25,2.5,0,0,1,10392.0,2856.0,178000
1324,1324.0,550.0,176.0,8,4,4,4,3.0,1,0,1,10592.0,4400.0,254000
832,678.0,780.0,0.0,2,4,87,40,1.0,0,1,0,1664.0,1560.0,12789
1253,1237.0,402.0,38.0,7,3,15,14,2.0,0,0,1,8771.0,2814.0,176000
2596,1249.0,840.0,370.0,9,0,4,4,3.5,1,0,1,23364.0,7560.0,342643
902,876.0,288.0,75.0,5,0,43,43,1.0,0,1,1,4510.0,1440.0,125500
1495,1495.0,438.0,128.0,6,3,21,21,2.0,0,0,1,8970.0,2628.0,150000
1584,1574.0,594.0,0.0,8,4,3,3,2.0,0,0,1,12672.0,4752.0,261329
1080,1080.0,0.0,120.0,7,0,6,5,2.0,0,0,0,7560.0,0.0,141000
1647,1105.0,280.0,0.0,4,2,57,57,2.0,0,0,1,6588.0,1120.0,153000
1258,1258.0,648.0,72.0,7,4,4,3,2.0,0,0,1,8806.0,4536.0,172500
1396,698.0,384.0,0.0,6,0,95,7,1.0,0,1,0,8376.0,2304.0,153575
1001,837.0,216.0,0.0,5,0,80,3,1.0,0,1,0,5005.0,1080.0,124900
2121,2121.0,732.0,315.0,9,5,4,3,2.5,1,0,1,19089.0,6588.0,415298
1480,972.0,207.0,0.0,6,0,90,60,1.0,0,1,0,8880.0,1242.0,119000
1588,1588.0,825.0,410.0,8,4,4,4,2.0,0,0,1,12704.0,6600.0,227000
1053,1053.0,312.0,54.0,5,0,51,4,2.5,0,0,1,5265.0,1560.0,145500
492,492.0,200.0,0.0,3,0,89,60,2.0,0,1,0,1476.0,600.0,61500
1851,1851.0,506.0,434.0,7,3,41,41,2.0,0,0,1,12957.0,3542.0,192100
1403,698.0,308.0,0.0,6,0,95,45,2.5,0,1,0,8418.0,1848.0,116000
1138,588.0,264.0,63.0,6,0,52,52,1.5,0,0,1,6828.0,1584.0,145000
2452,2452.0,886.0,724.0,9,4,7,7,4.0,1,0,1,22068.0,7974.0,445000
1040,1040.0,484.0,0.0,5,0,33,2,2.0,0,0,0,5200.0,2420.0,150500
1655,763.0,440.0,0.0,6,3,17,16,2.5,0,0,1,9930.0,2640.0,175900
1116,1116.0,528.0,196.0,6,3,36,36,3.0,0,0,1,6696.0,3168.0,167900
1863,879.0,660.0,0.0,7,4,4,4,2.5,0,0,1,13041.0,4620.0,219210
1845,1055.0,462.0,0.0,6,3,18,18,2.5,0,0,1,11070.0,2772.0,189000
1176,1176.0,292.0,143.0,5,4,53,53,2.0,0,0,1,5880.0,1460.0,136500
892,864.0,416.0,47.0,5,0,44,2,2.0,0,1,0,4460.0,2080.0,137900
1022,1022.0,280.0,0.0,5,0,100,4,2.0,0,1,0,5110.0,1400.0,85000
2136,2136.0,528.0,44.0,5,0,59,59,2.0,0,0,0,10680.0,2640.0,137900
1604,926.0,472.0,0.0,6,0,12,12,2.5,0,0,1,9624.0,2832.0,195500
1647,806.0,216.0,0.0,6,0,95,60,2.5,0,1,0,9882.0,1296.0,128000
864,864.0,420.0,0.0,5,3,49,3,2.0,0,1,0,4320.0,2100.0,135000
1076,1076.0,576.0,176.0,5,2,35,35,1.5,0,0,0,5380.0,2880.0,143195
935,742.0,308.0,0.0,5,0,80,50,1.0,0,1,0,4675.0,1540.0,79500
1663,835.0,478.0,95.0,7,0,7,6,2.5,0,0,1,11641.0,3346.0,192500
1328,768.0,308.0,0.0,5,0,60,40,1.5,0,1,0,6640.0,1540.0,129500
1572,806.0,373.0,0.0,6,3,15,14,2.5,0,0,1,9432.0,2238.0,168000
1342,739.0,240.0,0.0,6,4,71,60,2.0,0,1,0,8052.0,1440.0,105000
981,981.0,576.0,0.0,6,0,39,39,2.5,0,0,0,5886.0,3456.0,143250
1099,1099.0,352.0,0.0,5,0,15,4,1.5,0,0,1,5495.0,1760.0,144000
2110,948.0,463.0,0.0,7,2,16,8,3.5,0,0,1,14770.0,3241.0,205000
1026,970.0,528.0,0.0,6,1,36,36,2.0,0,0,1,6156.0,3168.0,143000
1419,1419.0,588.0,0.0,9,3,9,9,2.5,0,0,1,12771.0,5292.0,290000
2364,2330.0,820.0,760.0,9,4,1,0,3.5,1,0,1,21276.0,7380.0,611657
1040,1040.0,576.0,0.0,5,0,14,14,2.0,0,0,0,5200.0,2880.0,152000
1280,1280.0,506.0,0.0,8,0,18,18,2.0,1,0,1,10240.0,4048.0,191500
2473,1143.0,852.0,344.0,8,4,6,5,2.5,1,0,1,19784.0,6816.0,317000
1302,680.0,224.0,0.0,7,4,70,12,1.5,0,1,1,9114.0,1568.0,165250
1092,1092.0,264.0,0.0,5,0,44,44,1.0,0,1,1,5460.0,1320.0,123000
1188,988.0,621.0,0.0,6,3,54,54,2.0,0,1,1,7128.0,3726.0,185000
1045,1045.0,528.0,0.0,7,0,48,48,2.0,0,0,0,7315.0,3696.0,120000
1093,1093.0,484.0,0.0,6,2,44,44,3.0,0,0,1,6558.0,2904.0,158500
1640,798.0,520.0,0.0,6,0,6,6,2.5,0,0,1,9840.0,3120.0,173000
1224,0.0,462.0,0.0,4,0,48,48,2.0,0,0,0,4896.0,1848.0,101800
1135,560.0,576.0,0.0,7,0,74,3,2.0,0,1,0,7945.0,4032.0,155000
1078,1054.0,264.0,0.0,5,0,85,60,1.0,0,1,0,5390.0,1320.0,125000
968,0.0,331.0,1.0,4,0,54,54,1.0,0,1,1,3872.0,1324.0,104500
2224,1462.0,738.0,216.0,9,4,6,5,3.5,1,0,1,20016.0,6642.0,350000
1040,0.0,400.0,0.0,3,0,60,60,2.0,0,0,0,3120.0,1200.0,93500
1790,873.0,588.0,158.0,7,0,11,11,3.5,0,0,1,12530.0,4116.0,193000
2555,588.0,672.0,0.0,6,4,88,16,2.0,0,0,0,15330.0,4032.0,191000
813,813.0,270.0,0.0,6,0,80,5,1.0,0,1,0,4878.0,1620.0,110000
1872,1299.0,531.0,108.0,8,3,9,9,3.5,0,0,1,14976.0,4248.0,261500
1050,1050.0,338.0,0.0,5,0,54,54,1.0,0,0,1,5250.0,1690.0,128900
3500,1733.0,959.0,738.0,9,3,17,16,4.5,1,0,1,31500.0,8631.0,584500
948,864.0,248.0,132.0,4,0,56,56,1.0,0,1,1,3792.0,992.0,111000
1316,750.0,576.0,0.0,5,0,84,60,1.0,0,1,0,6580.0,2880.0,90000
2380,1021.0,596.0,113.0,6,1,45,31,2.5,0,0,0,14280.0,3576.0,129000
1640,1296.0,924.0,72.0,6,4,56,4,2.0,0,0,0,9840.0,5544.0,224000
1200,600.0,480.0,0.0,6,0,5,5,3.5,0,0,0,7200.0,2880.0,165000
1324,662.0,180.0,0.0,6,0,90,17,1.5,0,1,0,7944.0,1080.0,122000
1564,1546.0,502.0,0.0,8,4,4,3,2.0,0,0,1,12512.0,4016.0,267300
3140,1926.0,820.0,860.0,9,4,2,1,3.5,1,0,1,28260.0,7380.0,485000
2486,1595.0,576.0,0.0,6,4,48,48,2.0,0,1,0,14916.0,3456.0,220000
1771,864.0,600.0,128.0,6,0,13,13,3.5,0,0,1,10626.0,3600.0,215700
1836,1836.0,862.0,42.0,8,4,6,5,3.0,1,0,1,14688.0,6896.0,280000
1575,1603.0,732.0,504.0,8,3,7,6,3.0,1,0,1,12600.0,5856.0,284000
630,630.0,0.0,0.0,4,0,40,40,2.0,0,1,0,2520.0,0.0,84500
1395,1395.0,440.0,218.0,6,3,47,26,2.0,0,0,1,8370.0,2640.0,192000
1004,502.0,200.0,0.0,7,1,80,60,1.0,0,1,0,7028.0,1400.0,105000
1836,1860.0,484.0,0.0,7,4,6,5,2.0,0,0,1,12852.0,3388.0,216837
1496,1296.0,450.0,203.0,5,0,50,50,2.0,0,0,1,7480.0,2250.0,141500
894,894.0,450.0,0.0,5,0,43,7,2.0,0,1,1,4470.0,2250.0,130000
1040,1040.0,0.0,136.0,5,0,32,32,2.0,0,0,0,5200.0,0.0,124000
1828,859.0,0.0,0.0,5,0,87,11,2.0,0,1,0,9140.0,0.0,150909
1008,1008.0,280.0,0.0,5,0,58,7,2.0,0,0,1,5040.0,1400.0,139500
864,864.0,528.0,0.0,4,0,55,55,2.0,0,1,0,3456.0,2112.0,79275
1484,1476.0,472.0,32.0,8,4,4,4,2.0,0,0,1,11872.0,3776.0,265900
790,768.0,160.0,0.0,6,0,80,60,1.0,0,1,0,4740.0,960.0,91000
1934,1122.0,567.0,157.0,5,3,33,33,3.5,0,0,1,9670.0,2835.0,185000
1150,1150.0,300.0,0.0,5,0,51,51,2.0,0,0,1,5750.0,1500.0,141000
2152,1582.0,728.0,0.0,8,4,3,2,2.5,1,0,0,17216.0,5824.0,260116
672,672.0,234.0,0.0,4,0,69,60,2.0,0,1,1,2688.0,936.0,113000
1511,1401.0,811.0,302.0,8,2,15,15,3.0,0,0,1,12088.0,6488.0,225000
793,793.0,240.0,0.0,5,0,65,60,2.0,0,0,0,3965.0,1200.0,113000
1096,1008.0,352.0,0.0,6,2,35,35,2.0,0,1,0,6576.0,2112.0,125200
2100,918.0,786.0,120.0,8,4,3,3,3.5,1,0,1,16800.0,6288.0,319500
1558,913.0,288.0,0.0,5,3,65,60,2.5,0,0,1,7790.0,1440.0,140000
1650,1632.0,518.0,0.0,6,4,52,52,2.0,0,0,1,9900.0,3108.0,250764
2088,948.0,656.0,108.0,8,4,3,3,2.5,1,0,1,16704.0,5248.0,250000
1536,768.0,400.0,0.0,6,4,5,4,2.5,0,0,1,9216.0,2400.0,176000
1721,1331.0,464.0,289.0,6,3,53,41,1.0,0,0,1,10326.0,2784.0,174850
1548,804.0,440.0,0.0,6,3,32,32,3.0,0,1,0,9288.0,2640.0,147000
918,918.0,264.0,0.0,6,3,31,31,2.0,0,0,1,5508.0,1584.0,99500
2690,1365.0,864.0,0.0,9,4,1,1,3.5,1,0,1,24210.0,7776.0,398800
1647,953.0,460.0,0.0,6,3,11,10,2.5,0,0,1,9882.0,2760.0,175000
825,825.0,350.0,0.0,5,0,56,56,1.5,0,0,1,4125.0,1750.0,109500
1657,1657.0,484.0,0.0,6,3,40,40,2.5,0,0,1,9942.0,2904.0,163500
788,788.0,0.0,0.0,4,3,69,60,1.0,0,1,0,3152.0,0.0,100000
2826,1334.0,888.0,692.0,8,3,18,17,3.5,1,0,1,22608.0,7104.0,334000
864,864.0,280.0,0.0,5,0,42,42,2.0,0,1,0,4320.0,1400.0,137250
2462,1392.0,576.0,456.0,7,4,5,4,3.5,0,0,1,17234.0,4032.0,320000
1287,1063.0,576.0,0.0,5,4,51,4,2.0,0,0,0,6435.0,2880.0,162000
1478,1470.0,484.0,432.0,7,4,1,1,3.5,0,0,1,10346.0,3388.0,222000
1342,698.0,393.0,0.0,7,3,7,7,3.5,0,0,1,9394.0,2751.0,178000
804,788.0,240.0,294.0,5,4,70,18,2.0,0,1,1,4020.0,1200.0,119000
1812,864.0,264.0,288.0,5,3,48,48,2.0,0,0,1,9060.0,1320.0,169500
2256,952.0,554.0,0.0,7,3,10,10,2.5,0,0,1,15792.0,3878.0,236000
1648,1596.0,525.0,186.0,8,4,3,2,3.5,0,0,1,13184.0,4200.0,294464
2112,952.0,576.0,0.0,6,4,41,41,2.5,0,0,1,12672.0,3456.0,206900
2084,956.0,618.0,0.0,7,0,6,6,3.5,0,0,1,14588.0,4326.0,233000
1032,1032.0,280.0,0.0,6,0,86,60,1.0,0,1,0,6192.0,1680.0,108000
1470,680.0,420.0,119.0,6,3,15,14,2.5,0,0,1,8820.0,2520.0,165000
1040,1040.0,748.0,0.0,5,0,33,33,1.5,0,0,0,5200.0,3740.0,134900
884,884.0,240.0,0.0,5,0,71,60,1.0,0,1,0,4420.0,1200.0,113000
1097,1097.0,242.0,0.0,5,0,14,14,2.5,0,0,1,5485.0,1210.0,147900
864,864.0,0.0,0.0,5,0,88,60,1.0,0,1,0,4320.0,0.0,99900
1456,855.0,460.0,0.0,6,0,35,35,2.5,0,1,1,8736.0,2760.0,143000
1176,816.0,528.0,0.0,6,4,76,60,1.0,0,1,0,7056.0,3168.0,114500
941,912.0,288.0,0.0,5,1,43,43,1.0,0,1,1,4705.0,1440.0,129200
1652,1600.0,482.0,186.0,8,4,2,2,3.5,0,0,1,13216.0,3856.0,392500
2340,1152.0,252.0,0.0,7,4,69,4,2.0,0,0,1,16380.0,1764.0,266500
1382,384.0,396.0,0.0,7,3,12,12,2.5,0,0,1,9674.0,2772.0,177500
1008,1008.0,384.0,182.0,5,0,42,42,1.0,0,0,1,5040.0,1920.0,139500
1396,608.0,440.0,0.0,6,4,3,3,2.5,0,0,1,8376.0,2640.0,170000
2154,845.0,539.0,306.0,6,4,46,13,2.5,0,0,1,12924.0,3234.0,224500
2400,1082.0,730.0,186.0,8,4,7,6,3.5,1,0,1,19200.0,5840.0,290000
1818,1040.0,240.0,600.0,7,3,79,60,1.5,0,1,0,12726.0,1680.0,169500
1710,1710.0,550.0,108.0,7,4,6,5,2.0,0,0,1,11970.0,3850.0,240000
1150,1078.0,288.0,176.0,5,0,55,55,2.0,0,0,1,5750.0,1440.0,144000
1977,816.0,540.0,272.0,6,3,46,32,2.0,0,0,1,11862.0,3240.0,165000
1332,1332.0,542.0,0.0,6,0,20,19,2.0,0,0,1,7992.0,3252.0,145000
1298,1250.0,504.0,0.0,5,0,46,46,2.0,0,1,0,6490.0,2520.0,114000
1973,1935.0,895.0,375.0,8,4,4,4,2.0,1,0,1,15784.0,7160.0,395000
1092,525.0,440.0,514.0,6,0,37,37,1.5,0,1,0,6552.0,2640.0,105500
1916,1049.0,741.0,0.0,8,3,12,11,3.5,0,0,1,15328.0,5928.0,254900
1238,864.0,357.0,0.0,5,3,60,60,1.5,0,0,1,6190.0,1785.0,102000
1840,944.0,622.0,0.0,7,0,9,9,3.5,0,0,1,12880.0,4354.0,230000
1513,939.0,180.0,0.0,5,0,90,6,1.5,0,1,0,7565.0,900.0,137500
1143,1008.0,288.0,0.0,5,1,82,27,1.0,0,1,0,5715.0,1440.0,138000
1338,520.0,576.0,100.0,6,1,27,27,1.5,0,0,1,8028.0,3456.0,156500
864,864.0,463.0,0.0,4,0,40,40,1.0,0,0,0,3456.0,1852.0,124500
1969,808.0,534.0,0.0,7,4,33,33,2.5,0,0,1,13783.0,3738.0,190000
1266,1266.0,388.0,16.0,7,4,3,3,2.0,0,0,1,8862.0,2716.0,159895
2601,612.0,621.0,0.0,5,0,89,12,3.5,0,1,1,13005.0,3105.0,189000
912,912.0,0.0,0.0,5,0,46,46,1.0,0,1,0,4560.0,0.0,124000
1392,1392.0,528.0,180.0,5,4,53,14,2.5,0,1,0,6960.0,2640.0,121500
1824,1824.0,484.0,0.0,5,0,53,53,2.0,0,0,0,9120.0,2420.0,146000
1823,928.0,626.0,0.0,7,0,10,9,3.5,0,0,1,12761.0,4382.0,235000
1646,1594.0,525.0,186.0,8,4,6,5,3.5,0,0,1,13168.0,4200.0,300000
1092,546.0,0.0,0.0,4,0,40,40,1.5,0,1,0,4368.0,0.0,90500
1728,1728.0,576.0,108.0,5,0,45,45,2.0,0,0,0,8640.0,2880.0,142600
1573,1573.0,544.0,110.0,7,0,8,8,3.0,0,0,1,11011.0,3808.0,227000
2480,920.0,400.0,0.0,7,4,70,60,2.5,0,0,0,17360.0,2800.0,205000
1341,1341.0,482.0,158.0,8,3,11,10,2.5,0,0,1,10728.0,3856.0,246900
1361,173.0,185.0,0.0,4,0,115,60,1.0,0,1,0,5444.0,740.0,89000
1120,744.0,480.0,0.0,4,0,62,60,1.0,0,1,0,4480.0,1920.0,64000
1226,1226.0,484.0,0.0,8,3,32,32,2.0,0,0,1,9808.0,3872.0,170000
2822,1734.0,1020.0,424.0,9,4,2,1,3.5,1,0,1,25398.0,9180.0,582933
1103,1103.0,440.0,0.0,6,4,85,30,1.0,0,1,0,6618.0,2640.0,110500
